"id","ComunioID","Name","Position","Verein","Punkte","PPS","T0613","T0614","T0615","T0616","T0617","T0618","T0619","T0620","T0621","T0622","T0623","T0624","T0625","T0626","T0627","T0628","T0629","T0630","T0701","T0702","T0703","T0704","T0705","T0706","T0707","T0708","T0709","T0710","T0711","T0712","T0713"
"415","32564","Finnbogason","Stürmer","FC Augsburg",17,1.214285714,2600000,2890000,2750000,3000000,2890000,3140000,3040000,3110000,2910000,3020000,2800000,2920000,2910000,3220000,3090000,3110000,2730000,2770000,2730000,2500000,2400000,2420000,2360000,2580000,2590000,2430000,2560000,2620000,2680000,2760000,"2670000"
"416","32642","Embolo","Stürmer","FC Schalke 04",16,2.285714285,5210000,5990000,6230000,6620000,6370000,7170000,7020000,7090000,6610000,7010000,6700000,6900000,6800000,6960000,6870000,7270000,6860000,6950000,7160000,6810000,6870000,7220000,7790000,8040000,8300000,8500000,8500000,8640000,8420000,7550000,"7360000"
"417","32697","Konoplyanka","Stürmer","FC Schalke 04",15,1.363636363,850000,900000,950000,1070000,1140000,1200000,1360000,1530000,1680000,1910000,1960000,2000000,2140000,2420000,2590000,2590000,2530000,2600000,2560000,2800000,2590000,2490000,2650000,2620000,2570000,2510000,2560000,2650000,2670000,2580000,"2620000"
"418","31162","Sam","Stürmer","FC Schalke 04",14,1.076923076,590000,600000,590000,600000,610000,660000,630000,750000,720000,780000,830000,830000,800000,810000,800000,800000,670000,670000,630000,610000,560000,570000,590000,560000,630000,610000,580000,660000,610000,620000,"590000"
"419","32229","Selke","Stürmer","Hertha BSC",12,1.333333333,5570000,5780000,5620000,5890000,5690000,5830000,5640000,5870000,5780000,5910000,6080000,6370000,6310000,6470000,6310000,6440000,5950000,6030000,5690000,5690000,5420000,5580000,5720000,6010000,5950000,6050000,6510000,6650000,6920000,6920000,"6730000"
"420","32718","Ntep","Stürmer","VfL Wolfsburg",12,1.5,2650000,2630000,2480000,2610000,2530000,2600000,2710000,2800000,2610000,2760000,2820000,2930000,2910000,2880000,2790000,2850000,2680000,2640000,2730000,2630000,2440000,2420000,2360000,2410000,2590000,2660000,2510000,2830000,2830000,2940000,"2940000"
"421","31382","Schieber","Stürmer","Hertha BSC",11,1.375,260000,300000,290000,310000,320000,310000,340000,330000,320000,320000,320000,320000,320000,350000,330000,380000,360000,380000,350000,350000,340000,330000,320000,320000,310000,300000,290000,300000,280000,280000,"280000"
"422","31368","Caiuby","Stürmer","FC Augsburg",10,2,1350000,1480000,1460000,1660000,1620000,1630000,1680000,1660000,1650000,1690000,1690000,1720000,1820000,1820000,1800000,1900000,1790000,1780000,1730000,1580000,1520000,1620000,1590000,1640000,1740000,1680000,1630000,1630000,1700000,1730000,"1790000"
"423","32702","Manneh","Stürmer","SV Werder Bremen",9,1.285714285,240000,240000,240000,270000,290000,290000,280000,280000,270000,270000,360000,360000,370000,400000,390000,370000,330000,410000,400000,390000,380000,400000,390000,510000,500000,490000,470000,480000,460000,450000,"420000"
"424","32708","Seydel","Stürmer","1. FSV Mainz 05",9,2.25,320000,320000,320000,350000,360000,380000,370000,370000,380000,410000,420000,400000,480000,520000,490000,540000,490000,510000,530000,510000,500000,500000,490000,490000,460000,470000,450000,480000,460000,460000,"440000"
"425","32544","Onisiwo","Stürmer","1. FSV Mainz 05",7,0.538461538,240000,240000,240000,240000,230000,220000,220000,220000,220000,230000,230000,270000,260000,280000,270000,280000,280000,300000,280000,260000,240000,240000,260000,250000,240000,230000,250000,250000,260000,260000,"250000"
"426","31408","Terrazzino","Stürmer","1899 Hoffenheim",7,1.166666666,310000,320000,310000,320000,300000,300000,300000,310000,310000,320000,300000,280000,310000,310000,300000,300000,270000,260000,270000,260000,250000,240000,270000,260000,260000,250000,250000,280000,270000,260000,"260000"
"427","32725","Bailey","Stürmer","Bayer 04 Leverkusen",6,2,1920000,2190000,2240000,2310000,2300000,2510000,2620000,2630000,2540000,2580000,2400000,2500000,2430000,2490000,2380000,2460000,2380000,2430000,2390000,2350000,2220000,2210000,2100000,2190000,2160000,2370000,2290000,2340000,2300000,2290000,"2340000"
"428","31707","Thy","Stürmer","SV Werder Bremen",5,2.5,230000,230000,220000,220000,210000,210000,250000,230000,210000,230000,220000,230000,220000,220000,220000,220000,230000,220000,220000,220000,210000,210000,210000,200000,190000,180000,180000,190000,180000,170000,"170000"
"429","32201","Mehmedi","Stürmer","Bayer 04 Leverkusen",5,0.263157894,900000,1050000,1080000,1200000,1370000,1370000,1380000,1370000,1340000,1330000,1260000,1360000,1500000,1500000,1400000,1470000,1500000,1500000,1530000,1500000,1470000,1510000,1420000,1390000,1450000,1350000,1510000,1460000,1390000,1510000,"1540000"
"430","31231","Schipplock","Stürmer","Hamburger SV",4,0.222222222,380000,470000,490000,490000,470000,520000,490000,490000,490000,480000,480000,500000,470000,500000,490000,490000,460000,440000,450000,470000,490000,460000,450000,460000,480000,460000,440000,490000,480000,480000,"520000"
"431","32667","Guirassy","Stürmer","1. FC Köln",4,1.333333333,390000,410000,400000,390000,390000,370000,400000,420000,400000,470000,480000,500000,530000,570000,590000,660000,820000,880000,890000,880000,880000,900000,920000,890000,970000,960000,930000,980000,1050000,1050000,"1120000"
"432","32206","Waldschmidt","Stürmer","Hamburger SV",3,0.428571428,910000,1090000,1060000,1080000,1220000,1450000,1520000,1430000,1340000,1390000,1410000,1550000,1500000,1390000,1530000,1510000,1270000,1270000,1260000,1160000,1070000,1000000,1010000,1040000,1050000,1010000,960000,980000,950000,1000000,"930000"
"433","32714","Osimhen","Stürmer","VfL Wolfsburg",2,1,780000,800000,750000,770000,730000,730000,730000,740000,750000,790000,800000,840000,900000,970000,940000,960000,1010000,1080000,1030000,950000,970000,1050000,1010000,940000,920000,850000,830000,960000,910000,840000,"840000"
"434","32533","Reese","Stürmer","FC Schalke 04",2,1,230000,230000,240000,230000,220000,220000,210000,210000,200000,200000,200000,200000,190000,180000,180000,190000,170000,160000,160000,160000,160000,160000,160000,170000,160000,160000,160000,170000,160000,160000,"160000"
"435","32730","Palacios Martínez","Stürmer","RB Leipzig",2,1,230000,230000,220000,260000,250000,250000,250000,240000,250000,240000,240000,240000,240000,240000,240000,240000,220000,210000,240000,230000,240000,290000,320000,320000,330000,320000,310000,350000,350000,330000,"340000"
"436","32649","Tekpetey","Stürmer","FC Schalke 04",0,0,170000,170000,170000,180000,180000,180000,170000,180000,180000,190000,180000,190000,190000,190000,190000,200000,180000,180000,180000,180000,170000,170000,170000,160000,160000,160000,160000,160000,160000,160000,"160000"
"437","32630","Jatta","Stürmer","Hamburger SV",0,0,780000,770000,730000,750000,750000,790000,980000,970000,920000,940000,1100000,1090000,1070000,1060000,990000,1130000,1210000,1170000,1100000,1050000,1000000,950000,890000,1090000,1070000,1000000,950000,890000,860000,1020000,"980000"
"438","32626","Holtmann","Stürmer","1. FSV Mainz 05",0,0,220000,240000,240000,270000,260000,250000,250000,250000,250000,240000,230000,230000,220000,220000,220000,220000,260000,260000,250000,240000,230000,230000,220000,240000,240000,310000,300000,300000,330000,320000,"310000"
"439","32771","Kühn","Stürmer","RB Leipzig",0,0,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,170000,170000,170000,160000,170000,170000,170000,180000,170000,160000,170000,160000,160000,160000,170000,170000,160000,"170000"
"440","32770","Abouchabaka","Stürmer","RB Leipzig",0,0,440000,490000,520000,520000,620000,640000,620000,640000,610000,590000,560000,560000,570000,560000,640000,640000,630000,630000,590000,580000,760000,730000,680000,690000,670000,650000,610000,620000,600000,590000,"550000"
"441","32655","Simakala","Stürmer","Borussia M'gladbach",0,0,160000,170000,160000,160000,160000,170000,160000,160000,160000,160000,160000,170000,160000,170000,160000,160000,160000,160000,160000,190000,180000,190000,190000,190000,180000,180000,170000,180000,170000,160000,"160000"
"442","32658","Köhlert","Stürmer","Hamburger SV",0,0,240000,230000,220000,210000,210000,200000,210000,200000,190000,180000,180000,190000,190000,190000,190000,190000,170000,180000,170000,160000,160000,170000,160000,170000,160000,170000,170000,160000,170000,160000,"160000"
"443","32756","Bruun Larsen","Stürmer","Borussia Dortmund",0,0,970000,910000,1070000,1060000,1220000,1220000,1420000,1570000,1500000,1460000,1390000,1470000,1610000,1610000,1760000,1760000,1810000,1740000,1630000,1620000,1640000,1840000,1720000,1620000,1590000,1480000,1400000,1310000,1320000,1280000,"1230000"
"444","32764","Stefaniak","Stürmer","VfL Wolfsburg",0,0,2040000,2010000,1990000,1980000,1870000,1730000,1620000,1600000,1560000,1440000,1320000,1330000,1380000,1430000,1360000,1360000,1250000,1180000,1360000,1320000,1290000,1490000,1440000,1410000,1390000,1340000,1360000,1300000,1250000,1330000,"1390000"
"445","32751","Carlos Mané","Stürmer","VfB Stuttgart",0,0,1460000,1460000,1620000,1610000,1560000,1730000,1850000,1850000,1820000,1900000,1940000,1920000,1800000,1850000,1710000,1590000,1720000,1640000,1680000,1830000,1730000,1820000,1700000,1710000,1630000,1510000,1400000,1460000,1360000,1260000,"1290000"
"446","32733","Richter","Stürmer","FC Augsburg",0,0,370000,380000,430000,430000,420000,400000,400000,380000,370000,350000,390000,370000,350000,330000,310000,460000,540000,520000,500000,470000,440000,420000,400000,390000,370000,350000,330000,340000,330000,310000,"290000"
"447","32767","Wright","Stürmer","FC Schalke 04",0,0,410000,490000,520000,570000,570000,620000,600000,660000,620000,610000,610000,620000,580000,570000,780000,740000,650000,620000,600000,580000,550000,530000,500000,540000,520000,580000,580000,680000,700000,950000,"950000"
"448","32768","Dadashov","Stürmer","Eintracht Frankfurt",0,0,200000,200000,200000,200000,210000,290000,300000,330000,330000,390000,410000,440000,440000,520000,500000,490000,510000,490000,460000,460000,470000,470000,510000,490000,460000,470000,440000,430000,440000,430000,"420000"
"449","32769","Haller","Stürmer","Eintracht Frankfurt",0,0,5060000,5700000,5370000,5610000,5350000,5290000,5080000,5250000,4940000,5430000,5100000,5030000,5360000,5340000,5060000,5150000,5090000,5170000,5340000,5860000,5840000,5850000,5710000,6280000,6280000,6310000,6000000,5760000,5570000,5410000,"5400000"
"450","32623","J. Eggestein","Stürmer","SV Werder Bremen",0,0,380000,370000,410000,390000,380000,420000,400000,380000,360000,400000,380000,360000,360000,410000,430000,410000,410000,470000,450000,420000,440000,480000,450000,470000,430000,440000,420000,500000,530000,570000,"560000"
"451","32761","Villalba","Stürmer","Borussia M'gladbach",0,0,280000,280000,270000,300000,310000,310000,310000,330000,320000,330000,340000,350000,350000,360000,350000,350000,370000,370000,370000,360000,340000,360000,360000,360000,360000,350000,350000,350000,340000,340000,"340000"
"452","32722","Isak","Stürmer","Borussia Dortmund",0,0,2150000,2320000,2210000,2450000,2340000,2400000,2290000,2200000,2340000,2350000,2290000,2260000,2100000,2010000,1950000,1890000,1750000,1760000,1940000,1860000,1880000,1860000,1770000,1840000,1770000,1720000,1830000,1860000,1820000,1680000,"1660000"
"453","32622","In-Hyeok Park","Stürmer","1899 Hoffenheim",0,0,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,170000,170000,170000,170000,160000,160000,160000,160000,160000,"160000"
"454","32612","Eilers","Stürmer","SV Werder Bremen",0,0,160000,180000,180000,180000,170000,200000,200000,190000,180000,180000,180000,170000,170000,170000,170000,180000,160000,170000,170000,170000,160000,170000,190000,190000,200000,190000,180000,180000,170000,170000,"160000"
"455","32242","H. Nielsen","Stürmer","SC Freiburg",0,0,160000,170000,170000,170000,160000,170000,170000,170000,170000,170000,160000,170000,170000,180000,170000,180000,200000,200000,190000,180000,170000,180000,180000,180000,180000,180000,180000,180000,180000,180000,"170000"
"456","32231","Green","Stürmer","VfB Stuttgart",0,0,1470000,1470000,1420000,1500000,1450000,1440000,1420000,1300000,1250000,1260000,1220000,1370000,1370000,1550000,1490000,1440000,1440000,1440000,1360000,1300000,1190000,1290000,1270000,1200000,1160000,1180000,1100000,1080000,1050000,1140000,"1110000"
"457","32216","di Santo","Stürmer","FC Schalke 04",0,0,1300000,1390000,1420000,1570000,1610000,1740000,1750000,1790000,1770000,1900000,1950000,2010000,1950000,2010000,1920000,2140000,2170000,2190000,2200000,2170000,2060000,1900000,1870000,2140000,1990000,2190000,2090000,2120000,2180000,2170000,"2010000"
"458","32194","Drmic","Stürmer","Borussia M'gladbach",0,0,430000,420000,390000,460000,440000,460000,450000,440000,430000,430000,410000,400000,390000,400000,370000,350000,380000,390000,370000,370000,370000,400000,370000,370000,380000,370000,380000,390000,370000,370000,"350000"
"459","32190","Karaman","Stürmer","Hannover 96",0,2.136363636,2010000,2220000,2080000,2120000,2010000,2020000,1860000,1900000,1890000,1860000,1850000,1890000,1860000,1820000,1860000,1940000,1680000,1730000,1690000,1590000,1520000,1430000,1330000,1310000,1290000,1250000,1230000,1280000,1230000,1180000,"1120000"
"460","32002","S. Parker","Stürmer","FC Augsburg",0,0,160000,170000,170000,160000,160000,160000,160000,160000,180000,170000,170000,180000,170000,170000,170000,170000,170000,170000,170000,180000,170000,180000,180000,170000,160000,170000,170000,180000,170000,170000,"170000"
"461","31916","Füllkrug","Stürmer","Hannover 96",0,0,2050000,2220000,2110000,2130000,2060000,2090000,2130000,2100000,2020000,2020000,1890000,1860000,1810000,1930000,1870000,1810000,1850000,1900000,1830000,1800000,1820000,1770000,1620000,1760000,1870000,1880000,1910000,1930000,1870000,1940000,"1990000"
"462","31908","Guédé","Stürmer","SC Freiburg",0,0,180000,190000,180000,170000,180000,180000,200000,200000,200000,210000,200000,200000,200000,200000,200000,190000,170000,170000,170000,170000,170000,170000,160000,170000,170000,170000,200000,190000,190000,190000,"180000"
"463","31700","Ginczek","Stürmer","VfB Stuttgart",0,3.857142857,4030000,4290000,4420000,4900000,4900000,5310000,4980000,5250000,5140000,5220000,5300000,5280000,5280000,5320000,5340000,5160000,4950000,5080000,4850000,4830000,4700000,4570000,4470000,4480000,4340000,4620000,4470000,4500000,4550000,4460000,"4410000"
"464","31110","Terodde","Stürmer","VfB Stuttgart",0,0,7880000,7980000,7670000,8000000,8260000,8090000,8210000,8220000,8160000,7970000,7760000,8000000,7770000,8490000,9190000,10510000,9400000,9380000,8670000,8010000,8360000,8670000,8390000,8600000,7990000,7920000,7600000,7770000,7990000,8100000,"7690000"
"465","32390","Kurt","Stürmer","Hertha BSC",0,0,200000,200000,200000,210000,240000,240000,250000,250000,240000,290000,270000,260000,280000,280000,270000,280000,300000,300000,300000,330000,310000,320000,340000,320000,330000,320000,310000,310000,300000,280000,"300000"
"466","32396","Gouaida","Stürmer","Hamburger SV",0,1,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,170000,160000,170000,160000,170000,160000,170000,160000,160000,160000,170000,160000,160000,"160000"
"467","32460","Brasnic","Stürmer","Bayer 04 Leverkusen",0,0,160000,160000,160000,170000,160000,160000,160000,160000,160000,160000,160000,170000,170000,180000,170000,170000,170000,170000,170000,160000,170000,170000,170000,170000,160000,160000,170000,170000,170000,170000,"160000"
"468","32599","Kleindienst","Stürmer","SC Freiburg",0,0,200000,200000,190000,190000,190000,190000,180000,170000,170000,260000,240000,240000,260000,260000,250000,250000,250000,250000,240000,230000,230000,240000,230000,230000,240000,240000,230000,240000,270000,340000,"340000"
"469","32572","Sarenren-Bazee","Stürmer","Hannover 96",0,3.2,1580000,1750000,1800000,1790000,1730000,1690000,1710000,1700000,1630000,1660000,1670000,1630000,1790000,1950000,1830000,1990000,1860000,2000000,2090000,1970000,1830000,1760000,1750000,1870000,1810000,2000000,1890000,1930000,2080000,1980000,"1860000"
"470","32560","Berggreen","Stürmer","1. FSV Mainz 05",0,0,400000,440000,420000,430000,440000,450000,450000,440000,480000,530000,550000,560000,550000,550000,520000,490000,480000,460000,430000,410000,410000,410000,420000,410000,400000,390000,400000,410000,430000,640000,"620000"
"471","32546","M. Wolf","Stürmer","Hannover 96",0,0,210000,210000,230000,230000,240000,240000,230000,230000,310000,300000,310000,300000,310000,300000,290000,290000,270000,260000,250000,240000,230000,230000,230000,240000,250000,240000,240000,230000,230000,230000,"220000"
"472","32495","Erdinç ","Stürmer","Hannover 96",0,-0.285714285,500000,470000,440000,410000,410000,400000,370000,380000,380000,350000,370000,350000,340000,350000,330000,330000,290000,290000,280000,290000,280000,340000,340000,330000,330000,310000,290000,280000,270000,270000,"270000"
"473","32484","Bech","Stürmer","Hannover 96",0,1.3,160000,160000,170000,170000,160000,160000,160000,160000,160000,160000,160000,180000,170000,180000,170000,180000,180000,190000,180000,190000,190000,190000,190000,190000,190000,190000,190000,190000,180000,170000,"170000"
"474","32483","Altintas","Stürmer","Hamburger SV",0,1,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,170000,160000,160000,170000,180000,170000,170000,160000,160000,170000,170000,170000,170000,160000,170000,170000,160000,"160000"
"475","32463","Benschop","Stürmer","Hannover 96",0,0.6,180000,170000,180000,170000,170000,170000,170000,170000,170000,160000,170000,170000,180000,170000,160000,170000,170000,170000,160000,170000,190000,190000,190000,180000,190000,190000,190000,210000,210000,210000,"220000"
"476","30932","Harnik","Stürmer","Hannover 96",0,0.166666666,4270000,4280000,4250000,4350000,4110000,4260000,4090000,4130000,4100000,4160000,4030000,3930000,4180000,4420000,4280000,4520000,4560000,4710000,4560000,4440000,4490000,4380000,4310000,4440000,4490000,4290000,4180000,4260000,4130000,4130000,"4070000"
"477","31782","Lasogga","Stürmer","Hamburger SV",-1,-0.111111111,610000,690000,650000,660000,680000,710000,690000,650000,650000,640000,640000,710000,700000,700000,660000,700000,590000,620000,580000,570000,540000,520000,550000,550000,520000,500000,490000,500000,520000,490000,"480000"
"478","32507","Jóhannsson","Stürmer","SV Werder Bremen",-3,-0.5,180000,190000,180000,190000,190000,200000,200000,210000,210000,210000,220000,220000,280000,280000,280000,280000,260000,260000,270000,260000,260000,270000,260000,260000,260000,270000,280000,280000,290000,290000,"290000"
"479","31834","Usami","Stürmer","FC Augsburg",-14,-2,270000,260000,250000,240000,230000,240000,240000,230000,220000,210000,210000,220000,210000,220000,210000,220000,190000,190000,190000,190000,180000,170000,170000,170000,170000,170000,170000,170000,160000,160000,"160000"
"480","32780","Tolisso","Mittelfeld","FC Bayern München",0,0,NA,NA,NA,NA,NA,NA,NA,13090000,14430000,16400000,17240000,18700000,18390000,18550000,19760000,19760000,21970000,20310000,22200000,23670000,21860000,22640000,21870000,24530000,23790000,22500000,21530000,20780000,19480000,21270000,"19930000"
"481","32776","Konaté","Abwehr","RB Leipzig",0,0,NA,NA,NA,NA,NA,NA,NA,1600000,1640000,1640000,1660000,1710000,1680000,1810000,1750000,1730000,1760000,1700000,1840000,1990000,1990000,1990000,2010000,1900000,1890000,1900000,1880000,1910000,1820000,1710000,"1840000"
"482","32778","Carlos Salcedo","Abwehr","Eintracht Frankfurt",0,0,NA,NA,NA,NA,NA,NA,NA,2590000,2740000,2850000,2870000,3070000,3060000,3150000,3200000,3030000,2090000,1940000,1830000,1680000,1530000,1660000,1570000,1500000,1560000,1590000,1500000,1430000,1410000,1330000,"1250000"
"483","32781","William","Abwehr","VfL Wolfsburg",0,0,NA,NA,NA,NA,NA,NA,NA,3000000,3440000,3530000,3710000,4080000,4070000,3950000,3920000,3980000,3480000,3290000,3110000,2920000,2680000,2660000,2620000,2660000,2770000,2750000,2560000,2650000,2640000,2590000,"2460000"
"484","32779","Bruma","Stürmer","RB Leipzig",0,0,NA,NA,NA,NA,NA,NA,NA,6890000,7400000,8350000,8340000,8750000,9050000,9220000,9060000,9140000,11190000,11180000,11780000,11970000,12380000,12380000,12330000,13000000,12730000,12680000,11720000,11960000,12890000,12480000,"13190000"
"485","32777","Hoogma","Abwehr","1899 Hoffenheim",0,0,NA,NA,NA,NA,NA,NA,NA,2010000,2200000,2400000,2500000,2610000,2760000,2870000,2830000,2980000,3120000,2930000,2710000,2500000,2280000,2400000,2350000,2280000,2420000,2700000,2700000,2710000,2650000,2460000,"2320000"
"486","32179","Caldirola","Abwehr","SV Werder Bremen",0,0,NA,NA,NA,NA,NA,NA,NA,160000,190000,240000,240000,270000,260000,270000,280000,280000,290000,310000,320000,350000,340000,410000,430000,440000,430000,460000,450000,450000,430000,430000,"450000"
"487","32696","Gnabry","Mittelfeld","FC Bayern München",141,5.222222222,NA,NA,NA,NA,NA,NA,NA,11000000,10450000,10260000,9920000,9710000,9610000,9490000,9400000,9570000,9310000,9430000,9500000,9370000,9200000,9190000,8630000,8590000,8970000,8810000,8320000,8580000,9050000,9060000,"9310000"
"488","30751","J. Zimmermann","Torhüter","Eintracht Frankfurt",0,0,NA,NA,NA,NA,NA,NA,NA,160000,160000,170000,170000,170000,160000,160000,160000,160000,160000,170000,160000,170000,160000,170000,180000,180000,180000,180000,170000,180000,170000,170000,"180000"
"489","32782","Rekik","Abwehr","Hertha BSC",0,0,NA,NA,NA,NA,NA,NA,NA,3000000,3000000,3390000,3590000,3780000,3890000,3950000,3930000,4040000,3600000,3830000,3710000,3470000,3290000,3110000,2990000,2980000,2890000,2910000,3150000,3470000,3320000,3290000,"3240000"
"490","32783","Arp","Stürmer","Hamburger SV",0,0,NA,NA,NA,NA,NA,NA,NA,NA,500000,630000,720000,950000,1130000,1380000,1440000,1680000,2040000,2090000,1920000,1930000,1960000,1940000,2100000,2090000,2030000,2020000,1920000,1850000,2040000,1950000,"1860000"
"491","32785","D. Itter","Abwehr","VfL Wolfsburg",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160000,160000,170000,170000,170000,170000,250000,290000,270000,260000,260000,270000,270000,250000,260000,250000,260000,250000,250000,250000,"260000"
"492","32784","G. Itter","Abwehr","VfL Wolfsburg",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160000,170000,170000,200000,240000,240000,340000,360000,400000,370000,390000,370000,580000,580000,540000,500000,530000,520000,490000,500000,"500000"
"493","32788","Dimata","Stürmer","VfL Wolfsburg",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000000,5740000,6020000,6380000,7040000,6770000,6520000,6040000,5730000,5220000,4790000,5010000,4960000,4860000,4560000,4890000,4920000,4680000,4620000,"4530000"
"494","32787","R. Hack","Stürmer","1899 Hoffenheim",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160000,160000,210000,200000,220000,400000,390000,360000,360000,360000,350000,370000,370000,360000,330000,300000,360000,350000,330000,"320000"
"495","32786","Posch","Abwehr","1899 Hoffenheim",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160000,170000,170000,170000,170000,170000,160000,160000,160000,160000,160000,160000,160000,160000,160000,170000,170000,170000,180000,"180000"
"496","32789","Oxford","Abwehr","Borussia M'gladbach",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000000,1000000,1250000,1500000,2660000,2740000,3100000,3160000,3190000,3310000,3190000,3140000,3250000,3100000,3270000,3110000,3230000,3060000,"2850000"
"497","31542","Nordtveit","Abwehr","1899 Hoffenheim",0,3.24137931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000000,5740000,6310000,6310000,6350000,6250000,5950000,6300000,5700000,5640000,5810000,5710000,5420000,5640000,5490000,5470000,5950000,5880000,"5480000"
"498","27634","R. Adler","Torhüter","1. FSV Mainz 05",36,1.894736842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240000,240000,490000,1440000,1690000,1940000,2210000,2540000,2910000,3280000,3770000,3710000,3800000,3520000,3380000,3220000,3180000,"3080000"
"499","32790","Asano","Stürmer","VfB Stuttgart",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500000,1500000,1710000,2240000,2250000,2210000,2300000,2210000,2290000,2240000,2220000,2200000,2100000,1910000,2060000,1970000,1800000,"1780000"
"500","32007","Lomb","Torhüter","Bayer 04 Leverkusen",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160000,160000,170000,180000,180000,170000,170000,170000,160000,170000,160000,160000,160000,160000,160000,160000,"160000"
"501","30995","Drobný","Torhüter","SV Werder Bremen",20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160000,170000,190000,180000,190000,180000,180000,190000,180000,180000,180000,180000,180000,190000,180000,"180000"
"502","32793","Kodro","Stürmer","1. FSV Mainz 05",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3210000,3390000,3490000,3690000,3760000,4300000,4300000,4320000,4340000,4180000,4370000,4360000,4530000,4570000,"4320000"
"503","32797","Žulj","Mittelfeld","1899 Hoffenheim",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000000,2000000,2290000,2550000,2600000,2680000,2720000,3010000,3010000,2950000,2840000,2900000,2770000,2660000,"2570000"
"504","30982","M. Heller","Mittelfeld","FC Augsburg",42,1.066666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190000,1440000,1680000,1900000,2180000,2290000,2410000,2410000,2460000,2640000,2730000,2910000,2930000,2940000,"2850000"
"505","32796","Fischer","Stürmer","1. FSV Mainz 05",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000000,4590000,5000000,5330000,5330000,5640000,5640000,5920000,5830000,5790000,5830000,5520000,5480000,5720000,"5220000"
"506","32791","Pollersbeck","Torhüter","Hamburger SV",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2880000,3210000,3630000,3630000,4040000,4040000,4280000,4280000,3910000,3730000,3570000,3490000,3250000,3470000,"3220000"
"507","27663","Callsen-Bracker","Abwehr","FC Augsburg",0,0.111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180000,180000,180000,180000,190000,190000,190000,190000,190000,200000,190000,200000,210000,200000,"230000"
"508","32792","Kamada","Mittelfeld","Eintracht Frankfurt",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000000,2000000,2290000,2460000,2460000,2820000,2900000,2940000,2980000,2980000,2900000,2850000,2630000,2580000,"2490000"
"509","31855","Thoelke","Abwehr","Hamburger SV",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500000,750000,790000,790000,760000,750000,690000,700000,740000,710000,660000,600000,600000,560000,"520000"
"510","32795","Jovic","Stürmer","Eintracht Frankfurt",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250000,1500000,1680000,1780000,2020000,2170000,2180000,2310000,2350000,2400000,2370000,2490000,2420000,2420000,"2420000"
"511","32794","Knothe","Abwehr","Eintracht Frankfurt",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,160000,"160000"
"512","31947","Prib","Mittelfeld","Hannover 96",0,-0.352941176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1750000,1960000,1900000,1950000,1890000,1830000,1850000,1940000,1870000,2020000,1980000,1990000,2080000,2040000,"2020000"
"513","32799","Pavlenka","Torhüter","SV Werder Bremen",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000000,2000000,2180000,2460000,2590000,2560000,2890000,3010000,3230000,3200000,3500000,3450000,3290000,"3200000"
